,loss,val_loss
0,0.02083227038383484,0.008686117827892303
1,0.008317147381603718,0.0077111064456403255
2,0.007762465626001358,0.007461963687092066
3,0.007493907120078802,0.007335277274250984
4,0.007287532556802034,0.007371895015239716
5,0.007130601443350315,0.00749006774276495
6,0.006952805444598198,0.007534165866672993
7,0.006711969152092934,0.007252582814544439
8,0.006489970721304417,0.007083936128765345
9,0.006718631833791733,0.006903766188770533
10,0.006312293466180563,0.006681995466351509
11,0.006248734425753355,0.0067367516458034515
12,0.006161556113511324,0.006704810541123152
13,0.006145722698420286,0.006897714454680681
14,0.0066399723291397095,0.007245403714478016
