,loss,val_loss
0,0.18710801005363464,1.4056072235107422
1,0.18447045981884003,1.394582986831665
2,0.18185169994831085,1.3835952281951904
3,0.17925211787223816,1.3726460933685303
4,0.176672101020813,1.3617362976074219
5,0.1741119623184204,1.350867748260498
6,0.1715720146894455,1.3400416374206543
7,0.16905254125595093,1.3292591571807861
8,0.16655385494232178,1.318521499633789
9,0.16407616436481476,1.3078299760818481
10,0.1616196632385254,1.2971854209899902
11,0.15918457508087158,1.2865886688232422
12,0.15677103400230408,1.276041030883789
13,0.15437917411327362,1.26554274559021
14,0.15200914442539215,1.2550946474075317
15,0.14966100454330444,1.2446975708007812
16,0.14733481407165527,1.2343519926071167
17,0.14503061771392822,1.2240580320358276
18,0.14274846017360687,1.2138162851333618
19,0.14048831164836884,1.2036268711090088
20,0.13825015723705292,1.193489909172058
21,0.13603396713733673,1.1834056377410889
22,0.1338396966457367,1.173373818397522
23,0.13166727125644684,1.163394570350647
24,0.12951666116714478,1.1534678936004639
25,0.12738779187202454,1.1435933113098145
26,0.12528058886528015,1.1337709426879883
27,0.12319499999284744,1.1240003108978271
28,0.12113095819950104,1.1142818927764893
29,0.11908842623233795,1.1046147346496582
30,0.11706733703613281,1.094999074935913
31,0.11506766080856323,1.0854346752166748
32,0.11308935284614563,1.075921654701233
33,0.11113241314888,1.0664596557617188
34,0.10919682681560516,1.0570489168167114
35,0.10728258639574051,1.0476891994476318
36,0.10538967698812485,1.0383808612823486
37,0.10351812094449997,1.0291235446929932
38,0.10166793316602707,1.019917607307434
39,0.09983912110328674,1.010763168334961
40,0.09803169965744019,1.0016601085662842
41,0.09624572098255157,0.9926088452339172
42,0.09448118507862091,0.9836094379425049
43,0.09273815155029297,0.9746620655059814
44,0.09101662039756775,0.965766966342926
45,0.08931665122509003,0.9569242596626282
46,0.08763828128576279,0.9481343030929565
47,0.08598153293132782,0.9393972158432007
48,0.0843464657664299,0.9307131767272949
49,0.08273309469223022,0.9220824837684631
50,0.08114148676395416,0.9135054349899292
51,0.0795716792345047,0.9049822688102722
52,0.07802370935678482,0.8965131044387817
53,0.07649760693311691,0.8880985975265503
54,0.07499344646930695,0.8797386288642883
55,0.07351125031709671,0.8714336156845093
56,0.0720510482788086,0.863183856010437
57,0.07061290740966797,0.8549897074699402
58,0.06919687241315842,0.8468515872955322
59,0.06780295819044113,0.8387693762779236
60,0.06643121689558029,0.8307439088821411
61,0.06508169323205948,0.82277512550354
62,0.06375442445278168,0.8148636817932129
63,0.06244942545890808,0.807009756565094
64,0.061166755855083466,0.7992136478424072
65,0.05990644916892052,0.7914758920669556
66,0.058668509125709534,0.7837966680526733
67,0.0574529729783535,0.7761765122413635
68,0.056259870529174805,0.7686156630516052
69,0.05508921295404434,0.7611147165298462
70,0.0539410263299942,0.7536740303039551
71,0.052815310657024384,0.746293842792511
72,0.05171208828687668,0.738974928855896
73,0.050631359219551086,0.7317174673080444
74,0.04957311227917671,0.7245219349861145
75,0.04853734001517296,0.717388927936554
76,0.04752403125166893,0.7103188037872314
77,0.04653317481279373,0.7033120393753052
78,0.04556473717093468,0.6963692903518677
79,0.04461868479847908,0.6894910335540771
80,0.04369497299194336,0.6826776266098022
81,0.042793553322553635,0.6759297251701355
82,0.041914381086826324,0.6692478656768799
83,0.04105736315250397,0.6626325845718384
84,0.040222447365522385,0.6560843586921692
85,0.03940952569246292,0.6496039032936096
86,0.038618527352809906,0.6431916952133179
87,0.037849318236112595,0.6368483901023865
88,0.03710179030895233,0.6305744647979736
89,0.03637582063674927,0.6243706345558167
90,0.03567126393318176,0.6182373762130737
91,0.03498796373605728,0.6121754050254822
92,0.03432575240731239,0.6061851978302002
93,0.03368446230888367,0.6002674698829651
94,0.03306390345096588,0.5944228172302246
95,0.03246385604143143,0.588651716709137
96,0.03188411891460419,0.5829548835754395
97,0.03132445737719536,0.5773328542709351
98,0.030784623697400093,0.5717862844467163
99,0.030264370143413544,0.566315770149231
100,0.029763421043753624,0.5609217286109924
101,0.029281500726938248,0.555604875087738
102,0.028818298131227493,0.550365686416626
103,0.02837352268397808,0.545204758644104
104,0.0279468335211277,0.5401225686073303
105,0.027537910267710686,0.5351196527481079
106,0.02714640088379383,0.5301965475082397
107,0.026771942153573036,0.5253535509109497
108,0.0264141708612442,0.5205912590026855
109,0.026072699576616287,0.5159100294113159
110,0.025747137144207954,0.5113102793693542
111,0.02543708309531212,0.5067923665046692
112,0.0251421220600605,0.5023566484451294
113,0.024861836805939674,0.49800342321395874
114,0.024595798924565315,0.49373292922973633
115,0.024343566969037056,0.4895453453063965
116,0.024104705080389977,0.4854408800601959
117,0.023878760635852814,0.48141977190971375
118,0.02366529032588005,0.4774819612503052
119,0.02346382476389408,0.4736276865005493
120,0.023273909464478493,0.4698566198348999
121,0.023095089942216873,0.4661690592765808
122,0.022926900535821915,0.46256470680236816
123,0.022768883034586906,0.45904341340065
124,0.022620579227805138,0.45560503005981445
125,0.022481529042124748,0.4522491991519928
126,0.022351279854774475,0.44897571206092834
127,0.0222293883562088,0.4457840323448181
128,0.02211541123688221,0.44267362356185913
129,0.02200891077518463,0.4396440386772156
130,0.021909458562731743,0.43669477105140686
131,0.021816637367010117,0.43382498621940613
132,0.021730035543441772,0.43103402853012085
133,0.021649258211255074,0.4283210337162018
134,0.02157391980290413,0.4256851077079773
135,0.021503638476133347,0.4231254458427429
136,0.021438058465719223,0.4206407964229584
137,0.021376827731728554,0.41823023557662964
138,0.02131960727274418,0.415892630815506
139,0.021266084164381027,0.41362667083740234
140,0.021215949207544327,0.41143107414245605
141,0.021168909966945648,0.40930455923080444
142,0.021124696359038353,0.4072457551956177
143,0.021083040162920952,0.40525317192077637
144,0.021043701097369194,0.40332522988319397
145,0.021006446331739426,0.4014604091644287
146,0.020971063524484634,0.3996572494506836
147,0.02093735709786415,0.3979138433933258
148,0.020905129611492157,0.3962286412715912
149,0.020874224603176117,0.39459991455078125
