,loss,val_loss
0,0.03797127678990364,0.009888960979878902
1,0.013509167358279228,0.009046874940395355
2,0.011687506921589375,0.008039598353207111
3,0.010687106288969517,0.0077339657582342625
4,0.009953554719686508,0.0072024851106107235
5,0.00944110844284296,0.007126906421035528
6,0.009072063490748405,0.007122288923710585
7,0.008804017677903175,0.006813188549131155
8,0.00853548850864172,0.006945683620870113
9,0.008364101871848106,0.006645374931395054
10,0.008182922378182411,0.006592287681996822
11,0.008040204644203186,0.00657664705067873
12,0.007922329939901829,0.006570438854396343
13,0.00783327966928482,0.0065329731442034245
14,0.0077107977122068405,0.006417814176529646
